years_experience,position,skills,location,market_salary,final_salary
14,Senior,"['Dart', 'Data Science', 'FastAPI', 'Groq API', 'NumPy', 'Python', 'REST API', 'Rust', 'Statistics']",Bangalore,3750000,4228000
1,Junior,"['GraphQL', 'Python']",Noida,818000,862000
12,Mid,"['Django', 'FAISS', 'Machine Learning', 'Prompt Engineering', 'Python', 'REST API', 'SQL']",Gurgaon,3208000,3476000
8,Junior,"['Deep Learning', 'Python']",Noida,1755000,1925000
13,Senior,"['Excel', 'Generative AI', 'Go', 'Kubernetes', 'LangChain', 'Python', 'RAG', 'SQL']",Hyderabad,3895000,4428000
20,Manager,"['AWS', 'Apache Spark', 'GitHub Actions', 'Kotlin', 'LangGraph', 'React', 'SQL']",Bangalore,5900000,6997000
18,Senior,"['Data Pipelines', 'ETL', 'SQL', 'SQLite']",Bangalore,3951000,4051000
20,Manager,"['Express.js', 'LLM', 'Prompt Engineering', 'Python']",Hyderabad,5670000,5649000
11,Lead,"['Apache Spark', 'Bootstrap', 'Express.js', 'HTML', 'Power BI', 'Python', 'SQL', 'SQLite', 'Scikit-learn']",Bangalore,5281000,5403000
12,Lead,"['HTML', 'LLM', 'MongoDB', 'OpenAI API', 'Python', 'SQL', 'Statistics', 'Terraform']",Bangalore,4849000,4331000
1,Mid,"['Apache Spark', 'Firebase', 'REST API', 'SQL', 'Vue.js']",Bangalore,1485000,1517000
6,Mid,"['FastAPI', 'OpenAI API', 'SQL', 'Spring Boot', 'Vue.js']",Pune,1571000,1424000
0,Junior,"['GCP', 'MySQL', 'SQL', 'Statistics', 'TypeScript']",Bangalore,733000,744000
1,Junior,"['C', 'Dart', 'Machine Learning', 'TypeScript']",Hyderabad,763000,691000
13,Lead,"['Django', 'LLM', 'NLP', 'Python', 'SQL']",Noida,5105000,5870000
1,Junior,"['LLM', 'Python', 'TensorFlow']",Gurgaon,927000,945000
17,Director,"['AWS', 'Azure', 'React Native', 'SQL']",Remote,6529000,6928000
6,Senior,"['Data Science', 'Django', 'HTML', 'Hadoop', 'LLM', 'Node.js', 'Python', 'SQL']",Chennai,2839000,2551000
0,Mid,"['Android Development', 'Data Pipelines', 'Hadoop', 'Next.js', 'Python', 'SQL', 'Vector Databases']",Bangalore,1588000,1468000
15,Director,"['Azure', 'Flutter', 'JavaScript', 'MySQL', 'Python']",Noida,7060000,6918000
1,Junior,"['Python', 'SQL']",Mumbai,882000,803000
0,Junior,"['Python', 'SQL']",Delhi,683000,735000
14,Senior,"['AWS', 'Express.js', 'MySQL', 'SQL']",Gurgaon,3668000,3731000
18,Director,"['Apache Spark', 'C', 'DynamoDB', 'PyTorch', 'SQL', 'Swift']",Delhi,7284000,7180000
19,Manager,"['AWS', 'Angular', 'Deep Learning', 'ETL', 'GraphQL', 'Hadoop', 'MySQL', 'SQL', 'Scikit-learn']",Pune,4798000,4580000
15,Lead,"['C', 'C++', 'Computer Vision', 'Docker', 'Flutter', 'SQL', 'Swift', 'Tailwind CSS', 'Testing', 'iOS Development']",Noida,4499000,4460000
16,Lead,"['CI/CD', 'Docker', 'FastAPI', 'GraphQL', 'Node.js', 'PyTorch', 'Spark', 'Testing', 'Vue.js', 'iOS Development']",Bangalore,5132000,5511000
8,Junior,"['Generative AI', 'Node.js', 'Tailwind CSS']",Noida,1635000,1568000
2,Mid,"['CI/CD', 'Flutter', 'Machine Learning', 'Pandas', 'Tailwind CSS']",Delhi,1672000,1668000
5,Senior,"['Android Development', 'Dashboarding', 'Data Pipelines', 'Docker', 'Hadoop', 'NumPy', 'Python', 'Redis', 'SQL']",Delhi,2892000,2926000
10,Lead,"['Data Science', 'Flutter', 'GitHub Actions', 'Kubernetes', 'MySQL', 'Pandas', 'Prompt Engineering', 'REST API', 'Spark']",Noida,4264000,4594000
10,Senior,"['CI/CD', 'FAISS', 'Kafka', 'MLOps', 'Python', 'Rust', 'SQL', 'Spark', 'iOS Development']",Remote,3439000,3458000
19,Senior,"['C++', 'NLP', 'Node.js', 'SQL']",Gurgaon,3997000,3990000
3,Mid,"['C', 'Microservices', 'NLP', 'OpenAI API', 'REST API', 'SQL', 'System Design']",Bangalore,1996000,1920000
14,Lead,"['Azure', 'C++', 'FastAPI', 'Next.js', 'Pandas', 'PostgreSQL', 'Power BI', 'Python', 'SQL', 'TensorFlow']",Mumbai,5358000,6495000
17,Senior,"['Docker', 'PostgreSQL', 'Python', 'SQL']",Bangalore,4078000,4050000
14,Lead,"['Authentication', 'C++', 'Dart', 'Dashboarding', 'Data Pipelines', 'OpenAI API']",Bangalore,4371000,3867000
20,Lead,"['DynamoDB', 'Flutter', 'JavaScript', 'NLP', 'OpenAI API', 'System Design', 'iOS Development']",Delhi,6013000,6300000
18,Manager,"['AWS', 'C', 'Django', 'Hadoop', 'NLP', 'PyTorch', 'Python', 'RAG', 'SQL']",Delhi,5893000,5943000
6,Senior,"['LangChain', 'Python', 'React Native', 'Spring Boot', 'Tableau', 'TensorFlow']",Chennai,2518000,2567000
0,Junior,"['Python', 'SQL']",Delhi,687000,721000
13,Lead,"['Authentication', 'C++', 'Go', 'Power BI', 'Python', 'Redis', 'SQL']",Remote,4298000,4915000
17,Mid,"['GitHub Actions', 'Machine Learning', 'Python', 'Spark']",Chennai,2875000,2138000
11,Lead,"['Dashboarding', 'GraphQL', 'Java', 'JavaScript', 'Nginx', 'Python', 'React Native', 'Statistics', 'Swift']",Delhi,4492000,4183000
15,Manager,"['Deep Learning', 'Flutter', 'LangChain', 'Next.js', 'Python', 'SQL']",Delhi,5413000,6121000
3,Senior,"['Kubernetes', 'Machine Learning', 'Python', 'Redis', 'System Design', 'Testing']",Delhi,2966000,3038000
6,Senior,"['AWS', 'Generative AI', 'Kafka', 'Python', 'SQL']",Noida,3152000,3543000
14,Senior,"['Deep Learning', 'FastAPI', 'Python', 'Vector Databases']",Delhi,3632000,4116000
15,Mid,"['Authentication', 'Express.js', 'FAISS', 'Next.js', 'Python', 'Spark', 'Tableau']",Hyderabad,2422000,2316000
0,Mid,"['DynamoDB', 'HTML', 'Python']",Bangalore,1332000,1567000
18,Manager,"['AWS', 'Agile', 'Authentication', 'Firebase', 'Python', 'SQL']",Delhi,6223000,4807000
19,Manager,"['Authentication', 'Data Pipelines', 'Deep Learning', 'FAISS', 'Go', 'Hadoop', 'MongoDB', 'Python', 'Spark']",Chennai,5061000,4853000
1,Junior,"['CI/CD', 'Express.js', 'LangChain', 'LangGraph', 'Python']",Noida,1040000,1071000
2,Mid,"['Java', 'MongoDB', 'Vector Databases']",Mumbai,1614000,1635000
0,Junior,"['Java', 'Nginx', 'Python', 'Vue.js']",Mumbai,811000,820000
8,Lead,"['Data Analysis', 'Express.js', 'GraphQL', 'LangGraph', 'Python', 'React', 'SQL']",Bangalore,4773000,4132000
17,Manager,"['Computer Vision', 'Firebase', 'Python', 'SQL', 'SQLite', 'System Design']",Mumbai,5405000,5355000
10,Manager,"['Data Science', 'Express.js', 'Python', 'System Design']",Pune,3958000,3937000
15,Lead,"['Data Analysis', 'Java', 'LLM', 'LangGraph', 'Python', 'SQL', 'System Design', 'Tableau', 'Tailwind CSS', 'TensorFlow']",Bangalore,5396000,6665000
15,Manager,"['Android Development', 'Apache Spark', 'CSS', 'Kubernetes', 'LangChain', 'Python', 'REST API']",Hyderabad,5705000,5734000
3,Mid,"['Data Pipelines', 'Django', 'Kotlin', 'Python', 'REST API', 'Tailwind CSS']",Delhi,1596000,1484000
8,Mid,"['Data Science', 'Hadoop', 'Rust']",Delhi,2210000,2333000
6,Lead,"['Bootstrap', 'Express.js', 'Generative AI', 'JavaScript', 'SQL', 'SQLite', 'Swift']",Delhi,4427000,5194000
17,Manager,"['Excel', 'HTML', 'Microservices', 'Python', 'SQL', 'TypeScript']",Remote,4588000,5539000
1,Junior,"['ETL', 'SQL', 'System Design']",Delhi,862000,893000
2,Mid,"['Express.js', 'FastAPI', 'MongoDB', 'Next.js', 'NumPy', 'Python']",Chennai,1274000,1441000
14,Manager,"['AWS', 'Apache Spark', 'Python', 'SQL', 'Swift']",Remote,4715000,4654000
3,Senior,"['API Design', 'AWS', 'Android Development', 'C', 'Python', 'Swift', 'Terraform']",Mumbai,2995000,3484000
15,Senior,"['Microservices', 'NLP', 'React', 'Swift']",Noida,3681000,3568000
4,Mid,"['Deep Learning', 'GraphQL', 'Prompt Engineering', 'Python', 'SQL', 'Spring Boot']",Delhi,2140000,2154000
0,Mid,"['CSS', 'PyTorch', 'Python', 'SQL']",Hyderabad,1332000,1350000
14,Director,"['API Design', 'Authentication', 'MLOps', 'Nginx', 'Prompt Engineering', 'Python']",Remote,5402000,7021000
4,Junior,"['Hadoop', 'Python', 'SQL']",Gurgaon,1259000,1233000
10,Lead,"['CI/CD', 'Dashboarding', 'MySQL', 'Python', 'SQL']",Delhi,4122000,3698000
8,Senior,"['AWS', 'Agile', 'Angular', 'Docker', 'Microservices', 'Python', 'SQL', 'Statistics', 'Vector Databases']",Chennai,2952000,2793000
2,Mid,"['Data Science', 'Express.js', 'Kafka', 'Pandas', 'Power BI', 'Python', 'Swift']",Delhi,1584000,1576000
6,Mid,"['AWS', 'Dart', 'Data Pipelines', 'FAISS', 'React Native', 'Spark', 'Terraform']",Delhi,2116000,2405000
7,Mid,"['Computer Vision', 'Java', 'Kafka', 'NumPy', 'PostgreSQL', 'Python', 'Testing']",Remote,2012000,2296000
6,Mid,"['Data Pipelines', 'Flutter', 'Python']",Mumbai,2108000,2130000
0,Junior,"['AWS', 'LangChain', 'MongoDB', 'OpenAI API', 'Python']",Pune,714000,733000
15,Lead,"['Dart', 'Django', 'Python', 'SQL', 'Spark', 'System Design']",Pune,4141000,3928000
3,Mid,"['Angular', 'Bootstrap', 'Data Pipelines', 'Microservices', 'Nginx', 'Python']",Delhi,1530000,1874000
18,Director,"['API Design', 'Data Analysis', 'Data Pipelines', 'Python', 'SQLite', 'Scikit-learn']",Delhi,7581000,6631000
13,Senior,"['Azure', 'ETL', 'FastAPI', 'Python', 'SQLite']",Pune,3178000,3249000
3,Lead,"['Bootstrap', 'C', 'CI/CD', 'FastAPI', 'GraphQL', 'Python', 'SQL', 'Tailwind CSS']",Delhi,3682000,3237000
7,Lead,"['HTML', 'Java', 'JavaScript', 'Kafka', 'Kubernetes', 'Spark']",Pune,3440000,3492000
1,Mid,"['Data Analysis', 'Express.js', 'RAG', 'REST API', 'SQL', 'Spark', 'System Design']",Noida,1720000,1447000
8,Mid,"['Docker', 'Machine Learning', 'SQL', 'SQLite']",Hyderabad,2249000,2285000
19,Senior,"['AWS', 'Android Development', 'SQL', 'Vue.js', 'iOS Development']",Bangalore,4056000,4346000
8,Lead,"['Dashboarding', 'Kotlin', 'MLOps', 'Pandas', 'Python', 'Spark', 'Statistics', 'System Design', 'Tableau']",Bangalore,4903000,5278000
11,Lead,"['Apache Spark', 'FAISS', 'Java', 'OpenAI API', 'RAG']",Pune,3806000,3725000
5,Mid,"['Data Science', 'LLM', 'NumPy', 'Python', 'Vue.js']",Hyderabad,1891000,1928000
6,Lead,"['API Design', 'CSS', 'Firebase', 'Next.js', 'Pandas', 'Python', 'Tableau']",Chennai,3411000,4371000
18,Director,"['AWS', 'MLOps', 'PostgreSQL', 'Python', 'SQL', 'Spring Boot', 'Tableau']",Remote,5558000,5172000
11,Mid,"['Data Pipelines', 'Flutter', 'Machine Learning', 'Python', 'React', 'Redis', 'SQL']",Bangalore,2587000,2779000
2,Mid,"['CSS', 'Dart', 'Kotlin', 'MLOps', 'Python', 'Rust', 'Testing']",Pune,1147000,1120000
12,Senior,"['CSS', 'Data Pipelines', 'Docker', 'JavaScript', 'Python', 'React']",Delhi,3601000,3566000
20,Lead,"['AWS', 'Docker', 'FastAPI', 'REST API', 'Rust', 'SQL', 'System Design']",Gurgaon,5387000,6142000
16,Manager,"['Deep Learning', 'GitHub Actions', 'LangGraph', 'Nginx', 'Python', 'SQL']",Hyderabad,5179000,4827000
9,Senior,"['CI/CD', 'Docker', 'JavaScript', 'MongoDB', 'Python', 'SQL', 'Tailwind CSS']",Bangalore,3241000,2855000
14,Director,"['FastAPI', 'Microservices', 'Python', 'System Design']",Delhi,7675000,7988000
20,Senior,"['Docker', 'ETL', 'GraphQL', 'LangChain', 'OpenAI API', 'Python', 'Tableau', 'Testing']",Mumbai,4394000,4523000
1,Junior,"['Azure', 'Data Analysis', 'Machine Learning', 'Python', 'SQL']",Bangalore,1137000,1156000
12,Senior,"['API Design', 'Microservices', 'Power BI', 'Python', 'SQL']",Mumbai,3595000,3711000
14,Mid,"['Python', 'REST API', 'TensorFlow']",Bangalore,2949000,2732000
8,Senior,"['Angular', 'Data Pipelines', 'GraphQL', 'Kubernetes', 'OpenAI API', 'Python', 'System Design', 'TypeScript', 'Vector Databases']",Noida,3621000,3588000
16,Lead,"['CSS', 'Data Science', 'Prompt Engineering', 'Python', 'SQL', 'Spark', 'Tableau']",Mumbai,4759000,4434000
10,Mid,"['GCP', 'Java', 'JavaScript', 'Python', 'Rust']",Bangalore,2726000,2804000
8,Senior,"['Android Development', 'Data Science', 'MLOps', 'Node.js', 'React', 'SQL', 'System Design']",Delhi,3390000,2924000
10,Senior,"['Android Development', 'Data Analysis', 'Excel', 'Python', 'Rust', 'SQL', 'Statistics', 'System Design']",Noida,3590000,3501000
9,Senior,"['Computer Vision', 'Data Analysis', 'Docker', 'GCP', 'Microservices', 'Pandas', 'Power BI', 'Redis', 'System Design']",Chennai,3243000,3564000
14,Manager,"['Apache Spark', 'Django', 'PyTorch', 'Python', 'SQL']",Pune,4298000,4350000
3,Senior,"['Docker', 'GCP', 'Python', 'RAG', 'SQL']",Pune,2008000,2110000
16,Director,"['Data Pipelines', 'MLOps', 'Python', 'SQL', 'Spring Boot']",Mumbai,7755000,6668000
0,Mid,"['Deep Learning', 'PostgreSQL', 'Prompt Engineering', 'Python']",Bangalore,1502000,1481000
12,Senior,"['API Design', 'Firebase', 'Java', 'Kubernetes', 'MLOps', 'Python', 'Swift', 'Tableau', 'TypeScript']",Delhi,3524000,3652000
16,Director,"['C++', 'Excel', 'MLOps', 'PyTorch', 'SQL', 'Spring Boot']",Mumbai,8223000,8598000
3,Senior,"['Dashboarding', 'HTML', 'Kotlin', 'Nginx', 'React']",Mumbai,3110000,3172000
18,Director,"['Agile', 'CI/CD', 'GCP', 'Go', 'Pandas', 'Python', 'REST API', 'System Design']",Bangalore,8314000,9971000
4,Mid,"['Express.js', 'Python', 'React Native', 'SQL', 'iOS Development']",Mumbai,1823000,1758000
13,Lead,"['Agile', 'Bootstrap', 'Dart', 'LangGraph', 'Python', 'Rust']",Chennai,3716000,4179000
7,Senior,"['Angular', 'Apache Spark', 'Data Pipelines', 'Django', 'Docker', 'LangChain', 'OpenAI API', 'SQL']",Mumbai,3329000,3608000
20,Manager,"['Data Analysis', 'Firebase', 'SQL', 'Scikit-learn']",Chennai,4512000,4860000
0,Junior,"['Pandas', 'SQL', 'Spark', 'Spring Boot']",Bangalore,765000,791000
10,Senior,"['Azure', 'CI/CD', 'Excel', 'FastAPI', 'Go', 'HTML', 'Hadoop', 'Python']",Delhi,3374000,3772000
10,Manager,"['Data Science', 'DynamoDB', 'Excel', 'Hadoop', 'Python']",Bangalore,5451000,5730000
2,Senior,"['Authentication', 'LangGraph', 'Nginx', 'OpenAI API', 'Python', 'React Native', 'SQL', 'System Design', 'Vector Databases']",Delhi,2661000,2564000
8,Mid,"['Deep Learning', 'Python', 'React Native', 'Rust']",Bangalore,2304000,2480000
8,Senior,"['DynamoDB', 'Hadoop', 'LangGraph', 'SQL', 'Spark']",Delhi,3316000,2935000
14,Lead,"['Deep Learning', 'Excel', 'GitHub Actions', 'SQL', 'TypeScript']",Mumbai,4902000,4725000
20,Manager,"['C', 'Data Pipelines', 'Data Science', 'HTML', 'Kotlin', 'NLP', 'Python', 'RAG', 'SQL']",Chennai,4712000,5102000
6,Senior,"['Deep Learning', 'Docker', 'Go', 'Kubernetes', 'Microservices', 'Spring Boot']",Noida,2941000,2637000
0,Junior,"['Python', 'RAG', 'SQL']",Gurgaon,825000,796000
1,Junior,"['MLOps', 'Python', 'SQL', 'TypeScript']",Pune,732000,786000
0,Mid,"['Data Pipelines', 'GitHub Actions', 'Groq API', 'MLOps', 'Machine Learning', 'Next.js', 'Scikit-learn']",Remote,1190000,1050000
12,Lead,"['Computer Vision', 'Excel', 'Pandas', 'SQL', 'Spark', 'Spring Boot', 'System Design', 'Terraform']",Delhi,4981000,5030000
17,Senior,"['Angular', 'LangChain', 'SQL', 'Statistics', 'Swift']",Pune,2586000,2810000
13,Director,"['MySQL', 'Python', 'SQL', 'Vector Databases']",Noida,7436000,7435000
3,Mid,"['Agile', 'Next.js', 'Python', 'SQL']",Remote,1347000,1481000
6,Senior,"['Dart', 'Django', 'DynamoDB', 'Python', 'React', 'SQL', 'Testing']",Delhi,2846000,3217000
12,Lead,"['Dart', 'Data Pipelines', 'GCP', 'SQL', 'System Design']",Noida,5199000,6349000
13,Manager,"['Apache Spark', 'C++', 'Computer Vision', 'Deep Learning', 'GCP', 'HTML', 'Next.js', 'Python', 'Vector Databases']",Delhi,5450000,5939000
20,Manager,"['Kafka', 'MLOps', 'Nginx', 'Python', 'SQL']",Pune,4711000,4868000
6,Senior,"['AWS', 'Authentication', 'Azure', 'Excel', 'RAG', 'Testing', 'TypeScript']",Pune,2498000,2991000
17,Director,"['Django', 'DynamoDB', 'Nginx', 'Statistics']",Bangalore,8432000,8056000
1,Mid,"['PyTorch', 'SQL', 'Tailwind CSS']",Gurgaon,1551000,1674000
6,Senior,"['Agile', 'C++', 'Firebase', 'HTML', 'LLM', 'Python', 'RAG', 'Swift', 'System Design']",Hyderabad,3291000,3815000
13,Manager,"['FastAPI', 'Firebase', 'Kotlin', 'SQL']",Pune,4375000,4316000
4,Mid,"['FastAPI', 'MongoDB', 'Python']",Delhi,1812000,1789000
9,Senior,"['FAISS', 'GraphQL', 'Python', 'React Native', 'SQL', 'Spark']",Bangalore,3723000,3425000
19,Manager,"['C', 'CI/CD', 'ETL', 'GCP', 'Go', 'GraphQL', 'OpenAI API', 'SQL']",Delhi,6011000,4526000
13,Senior,"['CSS', 'Docker', 'Go', 'Kubernetes', 'MLOps', 'Python', 'SQL']",Hyderabad,3759000,3671000
4,Junior,"['Apache Spark', 'Django', 'NLP', 'Python']",Mumbai,1333000,1446000
7,Senior,"['Computer Vision', 'GraphQL', 'MySQL', 'Python', 'SQL']",Bangalore,3234000,3602000
1,Junior,"['Data Analysis', 'SQL']",Mumbai,814000,812000
15,Manager,"['Azure', 'Data Pipelines', 'JavaScript', 'Kafka', 'Pandas', 'SQL']",Gurgaon,5923000,6436000
19,Manager,"['ETL', 'Python', 'SQL', 'Swift']",Mumbai,6157000,5794000
6,Mid,"['C++', 'Python', 'SQL']",Delhi,1894000,1853000
20,Senior,"['C++', 'Dart', 'DynamoDB', 'GraphQL', 'NumPy', 'RAG', 'React']",Noida,3875000,3763000
17,Lead,"['FastAPI', 'Firebase', 'PyTorch', 'Python', 'RAG', 'React Native']",Pune,4018000,3835000
0,Junior,"['GCP', 'GitHub Actions', 'System Design']",Pune,662000,700000
0,Junior,"['Kafka', 'MLOps']",Hyderabad,733000,816000
10,Senior,"['Deep Learning', 'Django', 'SQL', 'Spark', 'System Design']",Delhi,4148000,3673000
11,Lead,"['Azure', 'CSS', 'Hadoop', 'MLOps', 'MySQL', 'Python', 'SQL', 'Spark', 'Spring Boot', 'Tableau']",Noida,4210000,4526000
8,Lead,"['Computer Vision', 'Kubernetes', 'MongoDB', 'OpenAI API', 'Python', 'SQL']",Pune,3687000,3518000
15,Lead,"['FastAPI', 'MySQL', 'Nginx', 'Python', 'SQL', 'Spark', 'iOS Development']",Pune,4061000,4217000
16,Manager,"['Generative AI', 'REST API', 'SQL', 'Vue.js']",Mumbai,5352000,4848000
15,Manager,"['C++', 'DynamoDB', 'GCP', 'Groq API', 'Java', 'LLM', 'Nginx', 'Python', 'SQL']",Delhi,6143000,5781000
19,Lead,"['Data Science', 'Kubernetes', 'Python', 'SQL', 'System Design']",Delhi,4879000,4647000
1,Junior,"['Python', 'React Native']",Pune,661000,644000
4,Mid,"['GCP', 'Go', 'SQL', 'Vector Databases']",Bangalore,1781000,2226000
5,Lead,"['Agile', 'Dart', 'ETL', 'Machine Learning', 'Python', 'SQL', 'Tailwind CSS']",Delhi,3784000,3989000
4,Senior,"['Bootstrap', 'Computer Vision', 'GCP', 'Python', 'SQL']",Delhi,3066000,2791000
16,Manager,"['Bootstrap', 'MLOps', 'Nginx', 'Python', 'SQL']",Bangalore,5795000,5165000
20,Lead,"['AWS', 'DynamoDB', 'Java', 'Microservices', 'Nginx', 'Pandas', 'Python', 'SQL']",Remote,4043000,3659000
16,Director,"['LangChain', 'OpenAI API', 'Python', 'SQL', 'Spark']",Hyderabad,7194000,7208000
1,Junior,"['C++', 'HTML', 'Kubernetes', 'Python', 'SQL']",Mumbai,947000,986000
3,Mid,"['CSS', 'Excel', 'FastAPI', 'Generative AI', 'SQL', 'Spark', 'Swift']",Bangalore,1835000,1761000
9,Senior,"['PyTorch', 'Python', 'React', 'SQL', 'Terraform']",Bangalore,3410000,3510000
3,Junior,"['C++', 'Node.js', 'Python', 'RAG', 'SQL']",Mumbai,1310000,1335000
16,Lead,"['Bootstrap', 'GCP', 'NumPy', 'Python', 'Vector Databases']",Hyderabad,4535000,5527000
0,Mid,"['Authentication', 'ETL', 'Kubernetes', 'Machine Learning', 'Python', 'SQL']",Bangalore,1503000,1607000
20,Lead,"['Docker', 'Nginx', 'Pandas', 'React', 'Vue.js']",Remote,4635000,4816000
3,Mid,"['Azure', 'C++', 'Node.js', 'SQL']",Gurgaon,1728000,1789000
5,Mid,"['Microservices', 'Python', 'React']",Bangalore,2010000,2011000
1,Mid,"['Authentication', 'Data Pipelines', 'Data Science', 'Deep Learning', 'Generative AI', 'Kubernetes', 'SQL']",Gurgaon,1644000,1597000
14,Director,"['Data Science', 'Kotlin', 'MLOps', 'NumPy', 'Python', 'SQL', 'TensorFlow']",Pune,5608000,4553000
13,Lead,"['DynamoDB', 'FastAPI', 'GCP', 'LangGraph', 'Machine Learning', 'OpenAI API', 'SQL', 'iOS Development']",Chennai,4329000,4408000
0,Junior,"['Python', 'SQL']",Delhi,666000,651000
5,Mid,"['Data Pipelines', 'Docker', 'GCP', 'Python', 'System Design', 'iOS Development']",Hyderabad,1711000,1872000
7,Mid,"['C++', 'Django', 'JavaScript', 'LLM', 'RAG', 'React', 'Statistics']",Pune,2382000,2545000
15,Manager,"['Angular', 'GraphQL', 'Kotlin', 'Kubernetes', 'REST API', 'SQL', 'SQLite', 'Tailwind CSS']",Noida,5582000,7240000
13,Senior,"['Angular', 'Apache Spark', 'Data Analysis', 'Django', 'NLP', 'Nginx', 'Python', 'REST API', 'SQL']",Delhi,3936000,3022000
12,Lead,"['Agile', 'Deep Learning', 'Excel', 'GCP', 'GitHub Actions', 'LLM', 'LangGraph', 'SQL', 'TypeScript', 'Vue.js']",Hyderabad,4136000,4552000
0,Junior,"['Python', 'SQL']",Delhi,634000,645000
15,Senior,"['API Design', 'Django', 'GitHub Actions', 'GraphQL', 'NumPy', 'Power BI', 'Spring Boot']",Remote,3187000,2891000
5,Junior,"['C', 'Python', 'REST API', 'SQL', 'Testing']",Bangalore,1461000,1582000
7,Mid,"['Data Pipelines', 'ETL', 'Python', 'SQL']",Pune,1475000,1442000
9,Mid,"['Flutter', 'Machine Learning', 'Python', 'Redis', 'SQL']",Mumbai,2708000,2643000
19,Senior,"['FastAPI', 'Kafka', 'Machine Learning', 'Node.js', 'SQL', 'Terraform']",Chennai,3540000,4053000
16,Manager,"['C++', 'Dart', 'ETL', 'JavaScript', 'Python', 'SQL', 'Spring Boot', 'Terraform', 'Testing']",Delhi,4997000,5136000
16,Lead,"['Apache Spark', 'Bootstrap', 'Data Science', 'Hadoop', 'Spark', 'Vue.js', 'iOS Development']",Pune,3757000,4058000
0,Mid,"['Agile', 'CI/CD', 'Dashboarding', 'Groq API', 'RAG', 'Rust']",Mumbai,1350000,1390000
10,Lead,"['Dart', 'HTML', 'React', 'SQL', 'SQLite', 'Statistics']",Noida,4000000,4739000
18,Lead,"['Android Development', 'Dashboarding', 'Docker', 'Power BI', 'SQL', 'Spark', 'Spring Boot', 'Tailwind CSS']",Remote,4653000,5071000
3,Mid,"['Firebase', 'HTML', 'REST API', 'SQL', 'Spring Boot']",Bangalore,1698000,1836000
20,Senior,"['AWS', 'Authentication', 'Data Pipelines', 'DynamoDB', 'MLOps', 'React', 'SQL', 'Spark', 'Vue.js']",Bangalore,4926000,5736000
15,Senior,"['DynamoDB', 'ETL', 'GitHub Actions', 'JavaScript', 'LangChain', 'Next.js', 'Python', 'Redis', 'Spark']",Bangalore,4460000,5128000
14,Senior,"['FAISS', 'FastAPI', 'PyTorch', 'SQL', 'System Design']",Mumbai,3715000,3561000
18,Senior,"['GitHub Actions', 'HTML', 'Node.js', 'React Native', 'SQL', 'Spark', 'Statistics', 'Testing']",Hyderabad,3961000,4277000
11,Lead,"['Angular', 'Authentication', 'Computer Vision', 'Go', 'Kubernetes', 'LangGraph', 'Python', 'SQL', 'System Design', 'iOS Development']",Bangalore,4984000,4543000
18,Manager,"['Azure', 'GCP', 'GitHub Actions', 'Hadoop', 'PostgreSQL', 'Python', 'RAG', 'Redis', 'Rust']",Mumbai,5997000,6864000
20,Mid,"['MySQL', 'Next.js', 'OpenAI API', 'SQL', 'System Design']",Mumbai,3221000,3390000
